marketing_spend,impressions,clicks,price,conversion_rate
4764.84,10961,399,74.98,0.033
4065.34,12910,842,65.71,0.035
16601.36,32701,1131,163.27,0.0477
6071.3,18590,403,146.6,0.0243
18578.91,43496,537,145.77,0.0407
19413.57,39371,1457,123.95,0.0498
11639.58,26573,1946,125.81,0.0292
3288.52,6403,171,155.07,0.016
7803.69,29301,717,75.9,0.0391
16055.78,40027,3118,89.97,0.0445
7664.12,16196,190,178.18,0.0176
2196.84,5758,374,82.51,0.0176
11357.31,26137,849,122.87,0.035
16979.86,57070,720,149.45,0.0462
16020.56,62930,4672,199.99,0.0397
3914.9,10159,201,104.0,0.026
13618.91,49744,2419,102.78,0.0502
4799.83,13990,408,173.24,0.0194
4755.05,9002,131,166.94,0.0197
17544.4,56608,764,154.28,0.0281
5368.54,14944,270,108.75,0.0249
5633.32,17613,264,85.07,0.0342
512.74,1910,121,133.48,0.0252
17478.05,45462,2000,178.96,0.0342
15955.6,59880,2036,180.24,0.0382
12732.91,42995,1689,48.44,0.0495
15130.18,41177,3089,102.82,0.0425
3464.95,10423,769,109.0,0.0129
9437.31,21837,1312,196.19,0.0258
7348.78,29094,2093,145.26,0.0303
2328.64,7378,239,99.23,0.0188
9979.54,16063,589,34.43,0.0403
18454.42,42751,2264,126.12,0.0393
1281.15,3918,210,46.33,0.0144
6183.49,10146,444,171.86,0.0272
4547.05,7092,270,157.93,0.021
5143.86,13503,1067,108.29,0.0349
18214.47,42471,2866,102.97,0.0513
9627.35,24990,1011,182.55,0.0244
9592.84,20689,1260,79.04,0.0361
15331.23,29310,846,72.33,0.0486
3512.6,11321,193,189.66,0.0211
10001.67,27869,966,167.57,0.0299
8884.71,17773,679,169.51,0.0319
12139.76,27909,311,63.18,0.0404
19991.38,59565,3993,54.36,0.0496
15504.25,26056,916,34.43,0.0495
8258.38,15432,781,70.3,0.0364
16637.28,28002,425,161.61,0.0328
3828.81,13519,301,70.81,0.022
1094.04,3699,267,153.95,0.0185
4486.74,15180,799,72.82,0.0274
7138.03,23490,1797,97.2,0.0302
10456.32,33183,2652,197.14,0.0242
12495.02,33643,1212,71.62,0.0492
18256.81,56700,1753,93.98,0.0543
10442.15,16665,1168,81.18,0.0314
10274.88,31376,2507,48.64,0.0379
1479.74,5097,276,113.28,0.0251
1180.78,3248,213,94.38,0.0253
11247.62,26924,1743,148.13,0.0319
9044.48,19840,692,168.99,0.021
16864.02,52397,2630,122.52,0.0396
3633.25,11743,802,35.47,0.0293
986.95,3629,211,135.22,0.0193
9256.26,21806,250,39.42,0.0485
5130.83,17570,590,134.78,0.0208
1467.48,4261,86,146.46,0.0124
14629.67,54234,1427,63.62,0.045
2676.06,7545,554,169.29,0.0222
12362.23,34541,435,184.88,0.0228
5980.47,17611,447,168.22,0.0294
3883.17,13099,415,81.87,0.0268
7905.15,30923,1645,129.73,0.0252
16128.19,27158,1287,185.52,0.0276
8145.82,13307,336,84.51,0.0373
15140.01,58196,1251,169.4,0.0349
2946.98,8324,221,31.61,0.0321
15569.04,47287,2136,30.62,0.0458
5120.2,13856,402,159.15,0.0202
13709.17,23774,1815,159.45,0.0322
11532.74,39445,1675,164.13,0.0304
18618.32,62708,885,188.1,0.0358
8052.79,18354,1121,50.04,0.0294
1790.22,4056,134,69.44,0.0394
873.53,3140,175,183.63,0.0061
16623.74,27943,826,60.13,0.0498
10732.34,39739,1985,145.98,0.0226
15617.26,33447,2142,120.18,0.0314
5071.3,15125,1134,44.14,0.0337
7229.13,27760,785,78.49,0.0339
1087.03,3473,116,118.46,0.0261
19249.1,48817,2075,174.9,0.0434
13523.42,43597,3266,150.28,0.0345
18697.5,44125,3225,135.72,0.0397
5677.18,12451,203,114.33,0.0346
12423.54,49591,954,80.78,0.0452
13730.75,46368,2072,50.27,0.0393
6692.22,20825,364,99.54,0.0303
17038.13,40691,1391,34.85,0.0528
18969.65,30786,628,65.88,0.0501
17754.67,28011,1527,103.52,0.0501
14911.81,43027,3290,101.16,0.0464
5910.56,20126,1605,37.53,0.0342
5991.51,17037,618,130.14,0.0246
19285.53,69466,3607,123.45,0.0541
700.55,1109,78,43.28,0.0314
14462.97,34955,637,190.34,0.033
14271.8,29866,1740,46.9,0.0386
12642.45,33100,1278,175.32,0.0332
19807.12,33295,813,30.05,0.0602
6581.65,25572,977,179.99,0.0081
7129.45,14673,225,33.35,0.0386
2039.32,7761,455,158.83,0.0151
9134.56,23428,649,91.49,0.0334
5590.45,22159,705,155.5,0.0183
7196.04,20762,384,98.3,0.0302
16774.15,64196,4527,42.05,0.0579
18741.95,28364,1263,160.48,0.0398
4121.79,13893,695,42.11,0.0368
7763.92,29174,1455,186.76,0.0189
18608.3,34412,1333,38.67,0.0578
1705.26,2968,70,111.49,0.0214
2301.03,5894,366,152.92,0.0199
3674.42,14088,266,96.85,0.0259
12106.65,34576,597,66.93,0.0447
3434.21,9680,578,159.05,0.0064
19377.49,35903,884,163.33,0.0356
9210.93,13835,435,186.86,0.0272
10279.6,36239,1568,93.95,0.0258
5309.84,9127,378,116.06,0.0237
9683.72,29871,1780,91.73,0.0351
13407.32,50767,2723,73.7,0.0386
15147.95,30624,1688,157.68,0.0335
15200.43,48082,2884,87.74,0.0454
11768.88,19969,609,102.79,0.0424
18135.02,54575,1777,98.62,0.0425
16439.45,31397,1277,151.15,0.0367
15262.44,50975,1607,186.03,0.0306
1584.31,3570,282,143.35,0.0059
634.12,1686,113,110.17,0.0206
4642.72,13922,300,162.46,0.0254
13438.71,25912,269,138.97,0.0413
8518.35,28571,371,40.3,0.0344
8346.92,18836,510,46.26,0.0316
17749.44,56016,1008,36.45,0.0531
17963.48,34053,1612,107.66,0.0503
18228.92,58702,4113,170.4,0.0411
6620.62,12053,742,83.22,0.0331
13975.59,35825,899,95.31,0.0471
5796.85,12278,466,184.61,0.0165
4216.89,14215,648,172.27,0.018
4100.33,8837,590,143.06,0.03
7171.1,26564,1826,75.36,0.0322
8884.17,33134,2441,49.9,0.032
16703.51,33258,1518,32.73,0.0484
2837.88,8612,505,48.19,0.0247
14831.05,25499,455,79.74,0.0461
10863.37,26929,1335,123.8,0.0294
6114.93,20077,550,40.88,0.0364
10109.98,31832,1280,53.16,0.0362
6348.87,19439,1057,60.78,0.0228
12123.6,26749,749,137.44,0.036
8959.96,21908,299,134.68,0.0307
3705.91,6513,70,123.63,0.0258
2773.37,9145,106,72.59,0.0235
11160.57,30800,326,93.09,0.0335
18097.05,59212,1050,46.44,0.0545
7207.17,15296,409,68.5,0.0416
14793.5,34189,871,182.61,0.034
13343.9,31165,2464,196.55,0.0325
18665.32,29199,917,140.1,0.0424
16509.13,38840,735,185.86,0.0285
11548.8,40516,1952,139.27,0.0382
13312.09,49830,3491,35.64,0.0509
18018.54,50372,2895,199.45,0.0406
8290.62,21877,672,46.82,0.0368
6872.5,10838,534,146.05,0.0287
710.82,2629,158,72.98,0.0282
16617.75,25467,1553,96.64,0.0534
16119.12,62250,3527,139.81,0.0451
2536.86,6908,490,104.2,0.0237
11748.72,27666,1962,72.59,0.0338
9547.64,36382,1838,86.86,0.0364
2814.83,4394,176,88.06,0.0267
19621.08,57952,3182,193.09,0.0437
4686.57,13461,906,165.76,0.0272
1811.07,3710,39,107.95,0.0214
12099.52,31123,2472,63.97,0.0523
14907.9,46672,1064,167.87,0.0268
1132.65,3758,161,56.72,0.0281
13344.99,20041,1424,65.78,0.0394
10879.69,41801,1076,92.22,0.0276
2513.67,4804,208,179.66,0.0148
3864.22,8053,155,52.4,0.0233
11575.5,24988,941,50.78,0.0415
6278.97,10012,224,113.98,0.0282
18797.16,33978,1205,76.99,0.0561
16465.43,65300,2360,126.68,0.0345
19679.56,45028,3581,106.78,0.0534
5563.58,9949,792,103.94,0.0284
19409.61,34306,619,49.04,0.0594
8909.06,29388,1787,53.98,0.0358
7276.62,26461,360,169.58,0.0173
1481.82,3175,38,180.6,0.0081
1528.92,2373,41,69.9,0.0188
13994.22,28796,2234,49.29,0.0485
9429.62,15477,1174,39.08,0.0476
4917.17,8647,204,133.41,0.0212
12472.42,32164,686,151.61,0.0367
5430.73,11268,302,93.38,0.0212
11763.82,32819,1513,145.54,0.034
7504.57,16013,799,151.2,0.0295
16559.27,63775,1627,189.01,0.0287
16503.58,62134,3912,41.03,0.0496
9808.33,28611,906,62.69,0.042
7340.97,17516,1306,41.65,0.0222
7569.92,18568,1039,177.56,0.0303
16211.43,41009,1663,164.74,0.0396
6899.5,22899,1495,127.69,0.0312
4576.66,12032,809,44.22,0.0304
2151.42,7835,238,76.46,0.017
9600.52,37060,1252,80.61,0.039
9901.58,23168,1750,125.33,0.0319
16897.72,49033,1056,73.87,0.0481
4814.15,8365,108,42.4,0.0384
7929.33,15868,663,154.23,0.0303
16263.91,41207,2723,80.84,0.0559
16560.66,33378,2137,106.9,0.0449
7999.92,29531,2196,51.7,0.0334
9452.92,17920,848,166.43,0.0266
6414.07,16928,288,126.14,0.0291
18684.82,56321,2884,183.27,0.0448
2813.55,9087,586,114.23,0.0155
18708.11,45978,760,190.04,0.0391
13835.4,50814,1122,181.62,0.0406
10865.66,31736,345,128.0,0.0323
1136.85,2954,152,188.76,0.0175
9774.13,16304,1175,84.93,0.0386
8451.09,22494,1281,92.16,0.0382
3643.77,12942,1019,37.73,0.0276
13299.99,40383,582,130.16,0.0329
19437.44,69594,5095,152.73,0.044
11462.68,31351,2100,161.5,0.0234
14437.69,25932,830,55.47,0.0448
1834.78,2815,220,105.51,0.0235
8644.51,19520,589,60.07,0.0459
2768.99,8985,649,142.56,0.0219
12449.52,43270,3100,56.85,0.0461
18800.4,42101,2654,183.71,0.0457
13404.67,36717,1815,69.21,0.0384
1997.66,5100,94,79.54,0.0242
7415.99,18735,885,174.65,0.0358
11237.94,23357,817,107.94,0.0357
8362.55,15395,1008,34.08,0.0447
16756.06,33373,2105,114.08,0.0485
16386.08,26846,1980,44.37,0.0428
12430.7,24803,274,197.51,0.0304
7782.43,11853,790,129.98,0.0294
5479.06,16811,1272,73.61,0.0325
2564.55,5875,383,125.83,0.0175
7420.5,29184,558,43.07,0.0312
8556.86,16979,266,165.98,0.0239
13678.55,32344,371,187.31,0.0313
13334.12,31930,1725,178.66,0.0381
1867.11,2840,154,88.1,0.0331
8207.56,29531,2335,85.38,0.0408
4044.69,6391,242,35.96,0.0368
3557.85,13699,455,140.74,0.0162
16632.39,62042,3332,120.93,0.0408
1317.35,3740,254,108.09,0.0222
8674.07,24799,1874,184.3,0.0214
3779.97,11848,785,58.54,0.0327
17646.94,43546,1736,31.64,0.0569
11362.29,35428,1929,42.46,0.0455
5011.92,8079,565,67.97,0.0358
10297.33,16837,747,35.66,0.0374
14763.98,39022,982,115.48,0.0453
19183.3,55134,1206,83.4,0.047
4798.7,17849,179,60.68,0.0264
17780.54,31323,1888,157.51,0.0436
18718.93,66576,1184,64.76,0.0577
18370.2,37202,1007,146.89,0.0453
12890.58,32036,988,89.38,0.0405
12781.5,29289,1442,117.01,0.039
8362.61,20910,792,188.76,0.0244
15171.76,28466,1629,36.35,0.0435
10860.23,29963,416,115.04,0.0286
13710.04,48041,897,175.25,0.0326
8854.93,23057,1036,129.96,0.0307
14764.18,40255,1352,77.07,0.0445
16577.19,60041,1844,97.61,0.0485
3355.51,10956,161,145.65,0.0194
16742.13,45641,3318,181.44,0.0398
11035.78,23663,1383,36.98,0.0421
16970.99,63002,1166,42.16,0.0604
8910.38,26219,382,85.26,0.0352
7891.29,16200,1267,69.57,0.0466
18343.68,39857,2299,75.04,0.0518
5397.8,18935,743,67.62,0.0303
16962.14,27315,1615,63.29,0.0446
9938.4,39557,2490,52.21,0.0325
10524.86,19217,1241,188.77,0.022
6515.13,22739,988,54.51,0.0299
11674.32,29033,1164,64.75,0.043
6841.62,18681,201,71.87,0.0304
1265.75,4685,351,188.61,0.014
5803.97,14697,768,158.47,0.0293
624.39,1776,43,164.25,0.0141
19577.92,31780,2364,47.81,0.065
19332.07,29112,2156,172.17,0.0359
8205.53,17330,1373,99.39,0.0316
14703.23,47072,3351,74.68,0.0419
7243.22,13061,1043,127.88,0.0328
13586.32,24243,658,169.77,0.0222
16205.89,40959,2824,162.37,0.0309
18961.75,59153,3999,181.3,0.0398
8304.14,27239,713,187.78,0.0314
15774.31,30699,519,70.48,0.0477
5685.6,9660,759,102.06,0.0216
19811.48,76294,2344,32.49,0.0505
1002.51,2157,153,179.48,0.0219
12268.81,44577,459,56.28,0.0397
13360.37,48882,561,176.45,0.0277
13916.89,47753,2035,86.0,0.0497
2847.56,5473,146,92.58,0.0301
18801.33,66829,3895,36.65,0.0609
4033.07,13806,685,85.57,0.0227
12643.69,37827,583,181.02,0.0232
4842.18,11345,243,34.34,0.0345
6490.72,13996,520,99.08,0.0315
11155.94,20133,463,35.34,0.045
8635.27,23958,1568,93.06,0.041
3624.4,10740,420,59.35,0.0208
3833.26,9193,152,72.88,0.0328
8653.82,23265,1021,179.19,0.0196
15267.02,36775,602,104.13,0.0468
18010.31,55877,1063,76.55,0.047
2140.49,8034,215,130.19,0.0161
8165.53,15595,1094,54.16,0.0338
2454.79,6023,450,74.1,0.019
823.55,1525,103,122.86,0.0192
13403.51,41046,1370,70.38,0.0392
12247.76,40689,1183,145.45,0.0378
3678.87,14089,682,113.55,0.0274
5059.35,11116,673,161.24,0.0299
962.3,3729,297,191.2,0.0142
16781.47,27826,535,49.69,0.0528
19506.47,58666,789,86.89,0.0576
3141.46,5161,302,84.32,0.0231
5013.77,18724,1278,55.7,0.0245
17433.99,49243,3410,167.75,0.0404
18566.04,58917,3387,159.18,0.0348
8682.73,31075,2386,112.35,0.0441
1487.14,2790,128,121.42,0.0274
1268.14,2025,150,40.12,0.0387
11692.02,43228,3361,124.44,0.0354
8161.45,18668,1294,164.53,0.0285
1058.72,1929,61,127.55,0.0165
11873.42,31716,753,75.1,0.0447
720.4,2158,104,143.48,0.0107
15853.75,25008,1043,91.45,0.0319
6475.44,14163,1012,122.63,0.0235
1285.03,2033,35,112.89,0.0134
11972.87,30541,856,94.8,0.0459
8254.85,30855,1932,152.21,0.0362
19489.11,77111,1284,180.26,0.0342
11111.87,34365,1115,30.89,0.05
5867.16,11172,414,188.71,0.0247
14334.06,53962,2891,116.96,0.032
5794.09,16169,341,149.12,0.0218
18132.74,34169,2400,175.46,0.0368
7807.08,29701,1227,109.41,0.0345
11222.44,38085,2826,171.95,0.0235
1486.18,4948,212,60.2,0.0257
8809.36,28833,843,57.06,0.0341
16731.09,33476,667,141.77,0.0433
16210.15,32866,337,177.92,0.0354
4874.21,15699,742,181.71,0.0165
4908.54,10059,176,139.44,0.0224
16437.45,42683,1597,119.33,0.0529
18642.77,64411,3301,86.34,0.0472
2359.54,8164,239,196.6,0.0087
9276.14,24426,544,84.35,0.0384
7080.36,24643,1583,156.51,0.0243
17478.42,62862,4795,120.44,0.0371
2128.74,6678,114,133.45,0.031
4616.96,9562,200,96.89,0.0255
15173.13,33154,2559,194.02,0.0315
1500.23,3431,43,127.19,0.0203
10104.44,18107,1420,189.42,0.0349
9121.09,19910,206,31.29,0.0322
7020.82,14209,1011,127.35,0.0292
8194.16,21619,681,151.92,0.0375
10833.84,40855,3093,156.66,0.0312
3646.66,6423,207,183.85,0.0109
